Poison/Grass:[('Normal', 100), ('Fire', 200), ('Water', 50), ('Electric', 50), ('Grass', 25), ('Ice', 200), ('Fighting', 50), ('Poison', 100), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 50)]
Steel/Normal:[('Normal', 50), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 400), ('Poison', 0), ('Ground', 200), ('Flying', 50), ('Psychic', 50), ('Bug', 50), ('Rock', 50), ('Ghost', 0), ('Dragon', 50), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Ground/Ice:[('Normal', 100), ('Fire', 200), ('Water', 200), ('Electric', 0), ('Grass', 200), ('Ice', 100), ('Fighting', 200), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Fire:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 100), ('Poison', 100), ('Ground', 200), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Electric/Fire:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 50), ('Grass', 50), ('Ice', 50), ('Fighting', 100), ('Poison', 100), ('Ground', 400), ('Flying', 50), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 25), ('Fairy', 50)]
Steel/Fairy:[('Normal', 50), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 100), ('Poison', 0), ('Ground', 200), ('Flying', 50), ('Psychic', 50), ('Bug', 25), ('Rock', 50), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 100), ('Fairy', 50)]
Dark/Electric:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 100), ('Ice', 100), ('Fighting', 200), ('Poison', 100), ('Ground', 200), ('Flying', 50), ('Psychic', 0), ('Bug', 200), ('Rock', 100), ('Ghost', 50), ('Dragon', 100), ('Dark', 50), ('Steel', 50), ('Fairy', 200)]
Bug/Normal:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 100), ('Poison', 100), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Water/Dragon:[('Normal', 100), ('Fire', 25), ('Water', 25), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 100), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 200), ('Dark', 100), ('Steel', 50), ('Fairy', 200)]
Poison/Fighting:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 50), ('Poison', 50), ('Ground', 200), ('Flying', 200), ('Psychic', 400), ('Bug', 25), ('Rock', 50), ('Ghost', 100), ('Dragon', 100), ('Dark', 50), ('Steel', 100), ('Fairy', 100)]
Grass/Fairy:[('Normal', 100), ('Fire', 200), ('Water', 50), ('Electric', 50), ('Grass', 50), ('Ice', 200), ('Fighting', 50), ('Poison', 400), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 200), ('Fairy', 100)]
Ground/Fire:[('Normal', 100), ('Fire', 50), ('Water', 400), ('Electric', 0), ('Grass', 100), ('Ice', 100), ('Fighting', 100), ('Poison', 50), ('Ground', 200), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Fairy/Steel:[('Normal', 50), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 100), ('Poison', 0), ('Ground', 200), ('Flying', 50), ('Psychic', 50), ('Bug', 25), ('Rock', 50), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 100), ('Fairy', 50)]
